fir_id,fir_number,station_id,crime_head_id,date_registered,year,month,status,description,victim_age,victim_gender,accused_count,latitude,longitude,is_cyber,is_economic,chargesheet_filed
3478,FIR/2024/KA01/01815,91,22,2024-08-08,2024,8,under_investigation,FIR registered for POCSO Act at Trivedi Street.,46.0,Female,5,13.11448514372433,77.68361848572331,0,0,0
3479,FIR/2024/KA01/01816,88,1,2024-03-26,2024,3,closed,Complaint received regarding theft of cash worth Rs.190941.,58.0,Other,3,12.8330993004494,77.54649739836893,0,0,1
3480,FIR/2024/KA01/01817,4,33,2024-09-02,2024,9,chargesheeted,FIR registered for Road Accident Death at Tara Path.,75.0,Male,2,12.813143058774962,77.49772506142175,0,0,1
3481,FIR/2022/KA01/01818,116,5,2022-08-04,2022,8,pending_trial,Dead body found at Shetty Circle. Prima facie case of murder registered.,70.0,Male,3,13.060312084901163,77.65723889709034,0,0,1
3482,FIR/2023/KA01/01819,85,1,2023-08-03,2023,8,closed,Complaint received regarding theft of gold chain worth Rs.24341.,24.0,Female,2,13.102320614227425,77.64326315513483,0,0,1
3483,FIR/2023/KA01/01820,60,16,2023-06-22,2023,6,chargesheeted,Victim lost Rs.319360 through online fraud/UPI scam.,36.0,Other,3,12.891439056885693,77.68621538679015,1,0,1
3484,FIR/2022/KA01/01821,107,1,2022-10-26,2022,10,closed,Complaint received regarding theft of two-wheeler worth Rs.493650.,34.0,Other,5,12.858392248842147,77.71175686152573,0,0,1
3485,FIR/2023/KA01/01822,10,24,2023-01-20,2023,1,under_investigation,FIR registered for NDPS Act at Loyal Chowk.,56.0,Female,3,13.12297270771169,77.55065833551018,0,0,0
3486,FIR/2023/KA14/00071,681,12,2023-03-27,2023,3,chargesheeted,Accused cheated complainant of Rs.6274 through false promises.,61.0,Male,3,15.492185329644421,75.13125132015506,0,1,1
3487,FIR/2022/KA02/00030,201,23,2022-05-01,2022,5,closed,FIR registered for Domestic Violence at Bansal.,30.0,Female,2,13.216861000298865,77.44279246334165,0,0,1
3488,FIR/2023/KA01/01823,44,16,2023-02-18,2023,2,under_investigation,Victim lost Rs.382420 through online fraud/UPI scam.,31.0,Other,3,12.974600161585236,77.5334955477948,1,0,0
3489,FIR/2023/KA01/01824,159,19,2023-06-12,2023,6,registered,FIR registered for Cyber Crime - Phishing at Seth Ganj.,26.0,Other,3,12.864171266513994,77.74748685520782,1,0,0
3490,FIR/2024/KA08/00065,397,16,2024-06-01,2024,6,under_investigation,Victim lost Rs.268883 through online fraud/UPI scam.,35.0,Other,5,12.999076430176473,76.15339595064177,1,0,0
3491,FIR/2024/KA11/00123,529,16,2024-08-06,2024,8,chargesheeted,Victim lost Rs.210149 through online fraud/UPI scam.,20.0,Other,2,15.270502006215782,76.84838665456888,1,0,1
3492,FIR/2023/KA21/00043,865,12,2023-09-04,2023,9,closed,Accused cheated complainant of Rs.84401 through false promises.,46.0,Male,2,13.18647803911352,78.12620705329816,0,1,1
3493,FIR/2022/KA13/00069,622,17,2022-08-15,2022,8,pending_trial,FIR registered for Cyber Crime - Identity Theft at Dugar.,57.0,Female,5,16.183339700886222,77.44586375990451,1,0,1
3494,FIR/2024/KA24/00029,917,1,2024-10-21,2024,10,closed,Complaint received regarding theft of laptop worth Rs.286767.,47.0,Female,5,16.88146581723519,77.25881723504948,0,0,1
3495,FIR/2022/KA13/00070,612,35,2022-05-09,2022,5,chargesheeted,FIR registered for SC/ST Atrocities Act at Chad Circle.,49.0,Female,4,16.133662323991594,77.38014031072487,0,0,1
3496,FIR/2023/KA06/00079,343,12,2023-12-25,2023,12,closed,Accused cheated complainant of Rs.269573 through false promises.,56.0,Male,3,13.038684391524177,74.90035040880879,0,1,1
3497,FIR/2023/KA01/01825,33,17,2023-08-21,2023,8,chargesheeted,FIR registered for Cyber Crime - Identity Theft at Saxena Road.,,Male,2,12.868494812399417,77.6315365365321,1,0,1
3498,FIR/2024/KA01/01826,38,18,2024-10-01,2024,10,under_investigation,FIR registered for Cyber Crime - Hacking at Pandey Circle.,52.0,Male,2,12.979795223463835,77.47439440564075,1,0,0
3499,FIR/2023/KA13/00071,628,30,2023-11-24,2023,11,under_investigation,FIR registered for Extortion at Barman Ganj.,52.0,Male,2,16.17172423390179,77.41545787875086,0,0,0
3500,FIR/2023/KA28/00036,1045,28,2023-01-28,2023,1,under_investigation,FIR registered for Criminal Trespass at Vala Chowk.,22.0,Male,3,14.789701256420283,74.78345983133964,0,0,0
3501,FIR/2023/KA01/01827,58,12,2023-04-19,2023,4,chargesheeted,Accused cheated complainant of Rs.193470 through false promises.,69.0,Male,3,12.874685081392844,77.57367039097426,0,1,1
3502,FIR/2024/KA05/00108,310,17,2024-11-13,2024,11,closed,FIR registered for Cyber Crime - Identity Theft at Seshadri Marg.,33.0,Other,4,17.26011765253079,76.76962315008318,1,0,1
3503,FIR/2024/KA02/00031,191,1,2024-01-05,2024,1,under_investigation,Complaint received regarding theft of two-wheeler worth Rs.429536.,49.0,Other,5,13.124281099584762,77.64045200474656,0,0,0
3504,FIR/2022/KA01/01828,112,20,2022-06-04,2022,6,chargesheeted,FIR registered for Dowry Death at Pillai Marg.,75.0,Female,1,13.01330559000256,77.65206597261522,0,0,1
3505,FIR/2022/KA28/00037,1057,1,2022-06-02,2022,6,pending_trial,Complaint received regarding theft of two-wheeler worth Rs.39110.,20.0,Male,3,14.850684915973684,74.73617907777712,0,0,1
3506,FIR/2024/KA01/01829,17,22,2024-10-16,2024,10,pending_trial,FIR registered for POCSO Act at Raja Road.,74.0,Other,1,12.876529810315946,77.60323128832025,0,0,1
3507,FIR/2023/KA01/01830,156,33,2023-08-21,2023,8,under_investigation,FIR registered for Road Accident Death at Gola Nagar.,41.0,Male,5,12.990299952343806,77.48301079526763,0,0,0
3508,FIR/2023/KA08/00066,416,28,2023-07-18,2023,7,pending_trial,FIR registered for Criminal Trespass at Kaur Chowk.,,Male,4,12.975001543307057,76.01704867531653,0,0,1
3509,FIR/2024/KA01/01831,128,30,2024-11-15,2024,11,under_investigation,FIR registered for Extortion at Borra Road.,30.0,Other,1,12.899882875396031,77.65406000082154,0,0,0
3510,FIR/2022/KA29/00066,1093,30,2022-01-02,2022,1,under_investigation,FIR registered for Extortion at Butala Path.,48.0,Male,2,14.624118902981033,76.01000590502254,0,0,0
3511,FIR/2024/KA17/00063,747,12,2024-08-10,2024,8,chargesheeted,Accused cheated complainant of Rs.473090 through false promises.,63.0,Other,5,14.281558792527372,76.25035943946334,0,1,1
3512,FIR/2023/KA01/01832,170,16,2023-03-15,2023,3,under_investigation,Victim lost Rs.471489 through online fraud/UPI scam.,27.0,Other,2,12.951344829387898,77.66114887442086,1,0,0
3513,FIR/2024/KA01/01833,116,1,2024-11-22,2024,11,under_investigation,Complaint received regarding theft of gold chain worth Rs.139176.,55.0,Other,2,13.048967700581294,77.66446800279932,0,0,0
3514,FIR/2024/KA15/00026,702,1,2024-05-16,2024,5,closed,Complaint received regarding theft of gold chain worth Rs.157903.,50.0,Other,4,15.52674146649101,75.68958230272966,0,0,1
3515,FIR/2022/KA08/00067,408,12,2022-05-15,2022,5,chargesheeted,Accused cheated complainant of Rs.254326 through false promises.,35.0,Female,2,12.94621432997128,76.08514659947546,0,1,1
3516,FIR/2023/KA20/00074,835,22,2023-09-08,2023,9,chargesheeted,FIR registered for POCSO Act at Iyer Nagar.,35.0,Female,5,12.392793349851747,76.89366950889232,0,0,1
3517,FIR/2023/KA07/00033,376,1,2023-01-01,2023,1,closed,Complaint received regarding theft of laptop worth Rs.396998.,57.0,Other,1,13.29300982974657,74.81930978200502,0,0,1
3518,FIR/2024/KA01/01834,70,3,2024-03-04,2024,3,chargesheeted,Complainant robbed at Krishna Path by 2 armed persons.,55.0,Other,5,13.01655258937727,77.50392383924385,0,0,1
3519,FIR/2022/KA25/00058,962,12,2022-04-04,2022,4,closed,Accused cheated complainant of Rs.358018 through false promises.,34.0,Male,1,17.77375043566328,77.59995629522828,0,1,1
3520,FIR/2024/KA10/00113,453,29,2024-01-03,2024,1,closed,FIR registered for Mischief at Devi Ganj.,18.0,Female,2,13.359759694936677,77.15152709359185,0,0,1
3521,FIR/2024/KA21/00044,854,16,2024-07-02,2024,7,chargesheeted,Victim lost Rs.45507 through online fraud/UPI scam.,26.0,Female,4,13.143614172581934,77.99736462265798,1,0,1
3522,FIR/2023/KA01/01835,51,11,2023-02-13,2023,2,under_investigation,FIR registered for Kidnapping & Abduction at Mistry Nagar.,18.0,Male,4,12.93210260421273,77.58266212262615,0,0,0
3523,FIR/2024/KA02/00032,195,33,2024-10-26,2024,10,chargesheeted,FIR registered for Road Accident Death at Pal Road.,,Male,5,13.359508106693758,77.66425429248679,0,0,1
3524,FIR/2023/KA01/01836,49,2,2023-01-18,2023,1,registered,FIR registered for House Breaking & Theft at Ravi Marg.,46.0,Male,3,12.979204908860972,77.58308883008985,0,0,0
3525,FIR/2024/KA01/01837,105,18,2024-04-12,2024,4,chargesheeted,FIR registered for Cyber Crime - Hacking at Arora.,29.0,Female,1,13.032303323795606,77.52152031086186,1,0,1
3526,FIR/2024/KA28/00038,1067,19,2024-03-23,2024,3,under_investigation,FIR registered for Cyber Crime - Phishing at Vala Chowk.,24.0,Male,4,14.924262527915042,74.63800663831408,1,0,0
3527,FIR/2023/KA04/00096,234,3,2023-01-06,2023,1,under_investigation,Complainant robbed at Rao Street by 3 armed persons.,46.0,Female,3,15.815038133227436,74.49752556190847,0,0,0
3528,FIR/2022/KA05/00109,282,24,2022-01-12,2022,1,chargesheeted,FIR registered for NDPS Act at Karan Ganj.,63.0,Female,5,17.233546724036852,76.95259160134432,0,0,1
3529,FIR/2024/KA01/01838,133,12,2024-08-23,2024,8,closed,Accused cheated complainant of Rs.90571 through false promises.,38.0,Other,4,12.979132123052802,77.46418556520952,0,1,1
3530,FIR/2024/KA01/01839,160,24,2024-12-28,2024,12,pending_trial,FIR registered for NDPS Act at Varty Ganj.,64.0,Other,2,12.943467349895164,77.50932918023356,0,0,1
3531,FIR/2024/KA01/01840,96,17,2024-06-28,2024,6,pending_trial,FIR registered for Cyber Crime - Identity Theft at Sidhu.,34.0,Male,2,13.059471505992688,77.71823564749096,1,0,1
3532,FIR/2022/KA01/01841,171,35,2022-05-12,2022,5,closed,FIR registered for SC/ST Atrocities Act at Oak Chowk.,,Other,2,12.847262765039668,77.52800256429728,0,0,1
3533,FIR/2024/KA01/01842,27,29,2024-08-27,2024,8,closed,FIR registered for Mischief at Munshi Zila.,43.0,Other,3,13.018154615058153,77.6412802489731,0,0,1
3534,FIR/2024/KA30/00030,1127,21,2024-11-02,2024,11,chargesheeted,FIR registered for Dowry Prohibition Act at Sanghvi Ganj.,18.0,Male,1,15.453482581459081,76.47896867924874,0,0,1
3535,FIR/2023/KA17/00064,754,28,2023-02-15,2023,2,registered,FIR registered for Criminal Trespass at Kadakia Marg.,61.0,Male,4,14.281009687218505,76.27228326447948,0,0,0
3536,FIR/2023/KA01/01843,138,33,2023-02-22,2023,2,pending_trial,FIR registered for Road Accident Death at Sengupta Chowk.,,Male,3,13.001381144604185,77.50598922582748,0,0,1
3537,FIR/2023/KA04/00097,257,13,2023-07-09,2023,7,registered,FIR registered for Criminal Breach of Trust at Balan Circle.,72.0,Other,3,15.760366779461798,74.5734752087227,0,1,0
3538,FIR/2024/KA01/01844,169,1,2024-07-24,2024,7,registered,Complaint received regarding theft of laptop worth Rs.294907.,22.0,Male,4,13.05242478381114,77.57940401349808,0,0,0
3539,FIR/2022/KA01/01845,160,17,2022-12-06,2022,12,under_investigation,FIR registered for Cyber Crime - Identity Theft at Dave.,48.0,Female,3,12.965877129598306,77.50820215454904,1,0,0
3540,FIR/2024/KA01/01846,2,5,2024-03-09,2024,3,pending_trial,Dead body found at Andra Road. Prima facie case of murder registered.,71.0,Male,4,13.040392230196234,77.72754630424579,0,0,1
3541,FIR/2022/KA01/01847,36,30,2022-03-24,2022,3,registered,FIR registered for Extortion at Pant Chowk.,32.0,Other,5,12.980539955380591,77.46207185689805,0,0,0
3542,FIR/2022/KA01/01848,74,2,2022-12-11,2022,12,chargesheeted,FIR registered for House Breaking & Theft at Kar Path.,27.0,Male,4,12.917767972324578,77.45552182178591,0,0,1
3543,FIR/2023/KA13/00072,636,29,2023-04-25,2023,4,pending_trial,FIR registered for Mischief at Sandal Marg.,38.0,Male,4,16.171016309020974,77.3184281389706,0,0,1
3544,FIR/2023/KA01/01849,68,9,2023-05-04,2023,5,under_investigation,FIR registered for Assault on Women at Yogi Marg.,59.0,Other,3,13.00558669505253,77.64012720208454,0,0,0
3545,FIR/2024/KA28/00039,1048,5,2024-04-21,2024,4,under_investigation,Dead body found at Nanda Road. Prima facie case of murder registered.,52.0,Female,5,14.889020425031095,74.70683839427221,0,0,0
3546,FIR/2023/KA01/01850,158,9,2023-08-24,2023,8,under_investigation,FIR registered for Assault on Women at Bajaj.,35.0,Male,3,13.021222939890702,77.46707237910793,0,0,0
3547,FIR/2022/KA01/01851,26,27,2022-11-10,2022,11,chargesheeted,FIR registered for Hurt/Grievous Hurt at Balay.,32.0,Female,5,12.834486902356328,77.4747757636139,0,0,1
3548,FIR/2024/KA12/00085,557,1,2024-10-16,2024,10,registered,Complaint received regarding theft of laptop worth Rs.268173.,41.0,Male,1,16.70143343940325,75.79583130267285,0,0,0
3549,FIR/2024/KA01/01852,70,29,2024-08-26,2024,8,closed,FIR registered for Mischief at Raman Path.,31.0,Female,1,13.019762255578499,77.52611135769331,0,0,1
3550,FIR/2024/KA29/00067,1078,14,2024-09-11,2024,9,chargesheeted,FIR registered for Forgery at Jayaraman Marg.,19.0,Other,5,14.402702758340226,76.0100843745872,0,1,1
3551,FIR/2023/KA01/01853,133,2,2023-06-24,2023,6,closed,FIR registered for House Breaking & Theft at Bhatt Marg.,54.0,Male,5,12.94407383585484,77.45395605151144,0,0,1
3552,FIR/2022/KA01/01854,60,31,2022-12-05,2022,12,under_investigation,FIR registered for Criminal Intimidation at Raju Circle.,65.0,Other,5,12.906565241350812,77.66669744847871,0,0,0
3553,FIR/2023/KA06/00080,331,19,2023-02-14,2023,2,pending_trial,FIR registered for Cyber Crime - Phishing at Soman Ganj.,20.0,Other,4,12.99306007182946,74.72714170963359,1,0,1
3554,FIR/2023/KA10/00114,470,1,2023-11-20,2023,11,registered,Complaint received regarding theft of cash worth Rs.390722.,69.0,Male,1,13.36993053232036,77.04576072194052,0,0,0
3555,FIR/2024/KA01/01855,103,33,2024-11-27,2024,11,under_investigation,FIR registered for Road Accident Death at Seth.,27.0,Male,2,12.868280671570412,77.44116843210357,0,0,0
3556,FIR/2023/KA29/00068,1086,1,2023-06-13,2023,6,chargesheeted,Complaint received regarding theft of two-wheeler worth Rs.186517.,63.0,Male,5,14.6003435044036,75.95499299507328,0,0,1
3557,FIR/2022/KA01/01856,71,1,2022-07-04,2022,7,under_investigation,Complaint received regarding theft of laptop worth Rs.371636.,34.0,Male,2,13.006420738575207,77.56874575872159,0,0,0
3558,FIR/2023/KA10/00115,492,3,2023-11-23,2023,11,chargesheeted,Complainant robbed at Goel Circle by 3 armed persons.,32.0,Other,4,13.492422712800975,77.07609492687732,0,0,1
3559,FIR/2023/KA23/00033,904,22,2023-02-22,2023,2,closed,FIR registered for POCSO Act at Suresh Nagar.,46.0,Other,2,12.654818322027548,77.21178016000174,0,0,1
3560,FIR/2022/KA01/01857,134,13,2022-06-21,2022,6,chargesheeted,FIR registered for Criminal Breach of Trust at Grover Nagar.,21.0,Other,3,13.11290699547916,77.60526166369316,0,1,1
3561,FIR/2024/KA09/00058,424,12,2024-06-08,2024,6,pending_trial,Accused cheated complainant of Rs.457730 through false promises.,72.0,Other,5,13.825598856244556,75.55738880858634,0,1,1
3562,FIR/2023/KA13/00073,608,18,2023-12-20,2023,12,under_investigation,FIR registered for Cyber Crime - Hacking at Mander Marg.,47.0,Other,3,16.19840326099067,77.19917008094232,1,0,0
3563,FIR/2023/KA01/01858,76,26,2023-12-21,2023,12,under_investigation,FIR registered for Riots at Kaul Ganj.,,Female,1,13.100835098004016,77.70225585024734,0,0,0
3564,FIR/2022/KA01/01859,81,2,2022-02-08,2022,2,chargesheeted,FIR registered for House Breaking & Theft at Viswanathan Road.,30.0,Female,1,12.884060802729028,77.70745335402448,0,0,1
3565,FIR/2023/KA14/00072,646,3,2023-10-09,2023,10,pending_trial,Complainant robbed at Sha Zila by 1 armed persons.,26.0,Other,2,15.337908394956871,74.96289408321682,0,0,1
3566,FIR/2024/KA01/01860,162,17,2024-01-18,2024,1,chargesheeted,FIR registered for Cyber Crime - Identity Theft at Pillay Nagar.,73.0,Female,1,13.071637178368132,77.59433774532155,1,0,1
3567,FIR/2022/KA21/00045,852,13,2022-12-19,2022,12,under_investigation,FIR registered for Criminal Breach of Trust at Apte Circle.,18.0,Other,3,13.153373278473252,78.12406826039184,0,1,0
3568,FIR/2023/KA01/01861,153,18,2023-09-07,2023,9,chargesheeted,FIR registered for Cyber Crime - Hacking at Narain Street.,25.0,Female,5,13.087698149392532,77.61237036415766,1,0,1
3569,FIR/2024/KA10/00116,456,2,2024-01-17,2024,1,registered,FIR registered for House Breaking & Theft at Raman Marg.,,Male,5,13.304862404833113,77.10734932572684,0,0,0
3570,FIR/2023/KA01/01862,66,24,2023-09-10,2023,9,under_investigation,FIR registered for NDPS Act at Choudhry Street.,30.0,Female,3,12.896731269014008,77.62061783959957,0,0,0
3571,FIR/2023/KA11/00124,535,1,2023-12-26,2023,12,under_investigation,Complaint received regarding theft of mobile phone worth Rs.55183.,46.0,Male,3,15.161645515975293,76.78575454110369,0,0,0
3572,FIR/2024/KA11/00125,528,3,2024-05-27,2024,5,under_investigation,Complainant robbed at Sridhar Marg by 4 armed persons.,74.0,Male,1,15.248574921155504,76.99165751198667,0,0,0
3573,FIR/2023/KA09/00059,418,17,2023-06-11,2023,6,chargesheeted,FIR registered for Cyber Crime - Identity Theft at Ramachandran Zila.,34.0,Other,1,14.00462944385562,75.70274418671535,1,0,1
3574,FIR/2023/KA01/01863,173,18,2023-01-22,2023,1,chargesheeted,FIR registered for Cyber Crime - Hacking at De Ganj.,38.0,Male,2,12.958417399809926,77.66977869234667,1,0,1
3575,FIR/2022/KA11/00126,518,12,2022-08-16,2022,8,chargesheeted,Accused cheated complainant of Rs.405433 through false promises.,50.0,Female,3,15.060018272372394,76.996850036768,0,1,1
3576,FIR/2023/KA01/01864,77,1,2023-06-14,2023,6,closed,Complaint received regarding theft of mobile phone worth Rs.173363.,20.0,Female,1,13.061984024223735,77.53105770974334,0,0,1
3577,FIR/2022/KA13/00074,595,27,2022-08-02,2022,8,chargesheeted,FIR registered for Hurt/Grievous Hurt at Mukherjee Street.,,Other,1,16.07106534530364,77.36384247342887,0,0,1
3578,FIR/2024/KA28/00040,1059,16,2024-02-19,2024,2,under_investigation,Victim lost Rs.18401 through online fraud/UPI scam.,64.0,Male,2,14.665666345696561,74.75525089223623,1,0,0
3579,FIR/2022/KA11/00127,530,23,2022-08-16,2022,8,chargesheeted,FIR registered for Domestic Violence at Shanker Circle.,58.0,Other,2,15.25770726236098,76.89875590489709,0,0,1
3580,FIR/2024/KA01/01865,79,1,2024-09-19,2024,9,under_investigation,Complaint received regarding theft of mobile phone worth Rs.474843.,41.0,Other,2,12.850037350888734,77.51488221731569,0,0,0
3581,FIR/2023/KA01/01866,124,26,2023-02-13,2023,2,under_investigation,FIR registered for Riots at Dhar Nagar.,45.0,Other,3,13.039140105721884,77.7307213771835,0,0,0
3582,FIR/2022/KA17/00065,738,1,2022-06-26,2022,6,pending_trial,Complaint received regarding theft of mobile phone worth Rs.407533.,71.0,Male,5,14.359199810735078,76.26855809910276,0,0,1
3583,FIR/2023/KA01/01867,123,12,2023-12-08,2023,12,under_investigation,Accused cheated complainant of Rs.332298 through false promises.,70.0,Female,2,13.113102011927538,77.49092951878127,0,1,0
3584,FIR/2023/KA13/00075,621,1,2023-01-20,2023,1,under_investigation,Complaint received regarding theft of cash worth Rs.431090.,38.0,Other,3,16.277463962690472,77.4293732970365,0,0,0
3585,FIR/2024/KA18/00015,778,1,2024-02-19,2024,2,chargesheeted,Complaint received regarding theft of laptop worth Rs.287909.,45.0,Female,4,13.396309910741348,75.74351269120295,0,0,1
3586,FIR/2023/KA30/00031,1111,1,2023-12-18,2023,12,closed,Complaint received regarding theft of laptop worth Rs.143170.,20.0,Female,3,15.221232274056002,76.61578193581886,0,0,1
3587,FIR/2023/KA01/01868,134,26,2023-06-03,2023,6,pending_trial,FIR registered for Riots at Baral.,69.0,Female,1,13.095611061583002,77.60679557503619,0,0,1
3588,FIR/2022/KA09/00060,444,24,2022-02-24,2022,2,under_investigation,FIR registered for NDPS Act at Mani Zila.,56.0,Other,2,13.798565401112542,75.48324370683433,0,0,0
3589,FIR/2023/KA17/00066,767,22,2023-02-08,2023,2,closed,FIR registered for POCSO Act at Palan Chowk.,58.0,Other,1,14.300161941664124,76.34035920377013,0,0,1
3590,FIR/2022/KA23/00034,910,22,2022-10-03,2022,10,closed,FIR registered for POCSO Act at Raman Road.,34.0,Male,1,12.59902105865866,77.37592039909012,0,0,1
3591,FIR/2022/KA01/01869,155,14,2022-01-01,2022,1,under_investigation,FIR registered for Forgery at Gill.,47.0,Female,5,12.906132392784077,77.645585633897,0,1,0
3592,FIR/2024/KA28/00041,1049,1,2024-09-26,2024,9,chargesheeted,Complaint received regarding theft of two-wheeler worth Rs.194415.,,Other,5,14.848901461847177,74.78336209654869,0,0,1
3593,FIR/2024/KA01/01870,182,1,2024-07-14,2024,7,under_investigation,Complaint received regarding theft of laptop worth Rs.226276.,,Male,5,12.806860908506119,77.52872250561978,0,0,0
3594,FIR/2022/KA20/00075,820,16,2022-06-24,2022,6,registered,Victim lost Rs.63775 through online fraud/UPI scam.,24.0,Female,3,12.506006310254474,76.77849200910904,1,0,0
3595,FIR/2022/KA01/01871,44,12,2022-01-18,2022,1,chargesheeted,Accused cheated complainant of Rs.301822 through false promises.,37.0,Male,1,12.950573932745243,77.49983337218451,0,1,1
3596,FIR/2023/KA01/01872,182,20,2023-02-25,2023,2,chargesheeted,FIR registered for Dowry Death at Bassi Marg.,48.0,Female,4,12.84040377088925,77.54264434049628,0,0,1
3597,FIR/2023/KA23/00035,911,19,2023-02-21,2023,2,registered,FIR registered for Cyber Crime - Phishing at Dugar Ganj.,25.0,Other,4,12.810289022594873,77.29302642996137,1,0,0
3598,FIR/2024/KA20/00076,826,13,2024-06-10,2024,6,pending_trial,FIR registered for Criminal Breach of Trust at Yogi Road.,35.0,Female,5,12.65115381424703,76.85839794803078,0,1,1
3599,FIR/2024/KA01/01873,105,1,2024-11-17,2024,11,chargesheeted,Complaint received regarding theft of two-wheeler worth Rs.136751.,,Other,5,13.031828211456663,77.50405053991375,0,0,1
3600,FIR/2024/KA06/00081,328,29,2024-02-28,2024,2,under_investigation,FIR registered for Mischief at Tak Ganj.,35.0,Other,3,13.005001951595878,74.95258950520336,0,0,0
3601,FIR/2023/KA01/01874,20,16,2023-10-27,2023,10,chargesheeted,Victim lost Rs.244892 through online fraud/UPI scam.,23.0,Other,3,12.932853940614946,77.51689549130256,1,0,1
3602,FIR/2023/KA08/00068,408,27,2023-09-19,2023,9,pending_trial,FIR registered for Hurt/Grievous Hurt at Bose Path.,37.0,Female,3,12.964252426503402,76.08022437905038,0,0,1
3603,FIR/2022/KA05/00110,284,22,2022-05-13,2022,5,under_investigation,FIR registered for POCSO Act at Thaman Zila.,71.0,Other,4,17.28215899543401,76.98670679218316,0,0,0
3604,FIR/2024/KA16/00057,727,18,2024-08-25,2024,8,under_investigation,FIR registered for Cyber Crime - Hacking at Rout Path.,34.0,Other,4,14.711344330751235,75.35246657464215,1,0,0
3605,FIR/2023/KA01/01875,122,1,2023-01-11,2023,1,under_investigation,Complaint received regarding theft of two-wheeler worth Rs.188821.,72.0,Other,4,13.09389477246745,77.58505886676463,0,0,0
3606,FIR/2022/KA01/01876,31,20,2022-09-19,2022,9,chargesheeted,FIR registered for Dowry Death at Johal Road.,62.0,Female,1,12.95971288958389,77.56398156623922,0,0,1
3607,FIR/2023/KA13/00076,603,16,2023-02-20,2023,2,under_investigation,Victim lost Rs.90816 through online fraud/UPI scam.,26.0,Female,5,16.073417842860415,77.32233156173115,1,0,0
3608,FIR/2023/KA01/01877,24,19,2023-02-15,2023,2,chargesheeted,FIR registered for Cyber Crime - Phishing at Bala Chowk.,40.0,Female,4,12.989718355339278,77.698618038397,1,0,1
3609,FIR/2023/KA01/01878,101,32,2023-11-12,2023,11,closed,FIR registered for Missing Person at Shenoy Zila.,64.0,Other,4,12.99996846887875,77.55476895705527,0,0,1
3610,FIR/2022/KA01/01879,162,16,2022-05-26,2022,5,chargesheeted,Victim lost Rs.485615 through online fraud/UPI scam.,40.0,Female,4,13.071777605169903,77.56627820474303,1,0,1
3611,FIR/2022/KA27/00120,1006,12,2022-06-24,2022,6,registered,Accused cheated complainant of Rs.193730 through false promises.,34.0,Other,3,16.099910243610353,75.84830695103223,0,1,0
3612,FIR/2023/KA01/01880,139,18,2023-10-23,2023,10,chargesheeted,FIR registered for Cyber Crime - Hacking at Barad Marg.,26.0,Female,4,12.987027465965607,77.54991578417808,1,0,1
3613,FIR/2023/KA11/00128,513,1,2023-05-09,2023,5,pending_trial,Complaint received regarding theft of cash worth Rs.146078.,39.0,Other,4,14.995917050775478,77.03559883386336,0,0,1
3614,FIR/2024/KA17/00067,738,1,2024-11-14,2024,11,under_investigation,Complaint received regarding theft of gold chain worth Rs.366679.,18.0,Other,3,14.33383238666239,76.29020670712069,0,0,0
3615,FIR/2023/KA01/01881,33,27,2023-06-07,2023,6,closed,FIR registered for Hurt/Grievous Hurt at Shetty Path.,48.0,Male,5,12.85852410170447,77.64001084547716,0,0,1
3616,FIR/2022/KA08/00069,382,2,2022-03-16,2022,3,under_investigation,FIR registered for House Breaking & Theft at Shenoy Chowk.,,Other,5,13.11579274748295,76.02262709489533,0,0,0
3617,FIR/2023/KA01/01882,78,1,2023-03-24,2023,3,closed,Complaint received regarding theft of laptop worth Rs.433294.,,Female,4,13.097476258412518,77.5255522472379,0,0,1
3618,FIR/2024/KA03/00040,206,17,2024-11-06,2024,11,closed,FIR registered for Cyber Crime - Identity Theft at Kibe Circle.,29.0,Other,5,12.29696562596697,76.58500604324894,1,0,1
3619,FIR/2023/KA10/00117,463,18,2023-05-07,2023,5,chargesheeted,FIR registered for Cyber Crime - Hacking at Dey Chowk.,43.0,Male,4,13.242045484287718,76.99793095916073,1,0,1
3620,FIR/2024/KA01/01883,170,12,2024-08-22,2024,8,chargesheeted,Accused cheated complainant of Rs.150853 through false promises.,36.0,Other,1,12.967884758890062,77.65373664724906,0,1,1
3621,FIR/2024/KA01/01884,83,1,2024-11-14,2024,11,chargesheeted,Complaint received regarding theft of mobile phone worth Rs.453019.,39.0,Other,2,12.854616739148877,77.72250334020644,0,0,1
3622,FIR/2024/KA01/01885,73,29,2024-10-03,2024,10,under_investigation,FIR registered for Mischief at Chaudhry Nagar.,50.0,Male,2,12.825716832354024,77.51534162778654,0,0,0
3623,FIR/2023/KA01/01886,28,1,2023-01-17,2023,1,registered,Complaint received regarding theft of two-wheeler worth Rs.400425.,55.0,Male,2,13.108776011521263,77.61416549417649,0,0,0
3624,FIR/2024/KA07/00034,375,8,2024-05-08,2024,5,under_investigation,Victim reported sexual assault incident at Warrior Zila. Medical examination conducted.,35.0,Other,3,13.400523762466491,74.80739123340199,0,0,0
3625,FIR/2022/KA06/00082,340,10,2022-12-13,2022,12,chargesheeted,FIR registered for Sexual Harassment at Ganguly Marg.,62.0,Male,5,12.882795003814138,74.92103519843397,0,0,1
